Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728995481,9,,Aggregated,3.500000,0.000000,22,37,51,74,120,4000,4200,4200,4300,4300,4300,117,0,22,250.75817491081105,2.581013017334044,4268.064269970637,101981.0
1728995482,10,,Aggregated,3.800000,0.000000,22,36,51,74,120,4000,4200,4200,4300,4300,4300,120,0,22,244.98127321324623,2.581013017334044,4268.064269970637,99580.08333333333
1728995483,10,,Aggregated,3.800000,0.000000,22,36,51,74,120,280,4200,4200,4300,4300,4300,124,0,22,238.2717659159924,2.581013017334044,4268.064269970637,97245.06451612903
1728995484,10,,Aggregated,4.000000,0.000000,22,36,51,70,120,280,4200,4200,4300,4300,4300,126,0,22,234.72006849635997,2.581013017334044,4268.064269970637,95720.48412698413
1728995485,10,,Aggregated,4.000000,0.000000,22,35,51,70,120,280,4200,4200,4300,4300,4300,130,0,22,228.22040738179706,2.581013017334044,4268.064269970637,93577.04615384615
1728995486,10,,Aggregated,3.800000,0.000000,22,35,51,70,110,280,4200,4200,4300,4300,4300,134,0,21,222.30924089324535,2.581013017334044,4268.064269970637,91155.76119402985
1728995487,10,,Aggregated,3.800000,0.000000,22,36,51,74,110,280,4200,4200,4300,4300,4300,141,0,22,243.02422177749983,2.581013017334044,4268.064269970637,99426.9574468085
1728995488,11,,Aggregated,3.800000,0.000000,22,36,51,80,110,280,4200,4200,4300,4300,4300,144,0,22,238.699361768037,2.581013017334044,4268.064269970637,97821.56944444444
1728995489,11,,Aggregated,4.000000,0.000000,22,36,51,74,110,280,4200,4200,4300,4300,4300,152,0,21,227.69487732607797,2.581013017334044,4268.064269970637,94071.88157894737
1728995490,11,,Aggregated,4.000000,0.000000,21,36,51,74,110,280,4200,4200,4300,4300,4300,155,0,21,223.66714726818066,2.581013017334044,4268.064269970637,92397.14838709678
1728995491,11,,Aggregated,4.100000,0.000000,21,35,50,62,110,190,4200,4200,4300,4300,4300,161,0,21,216.07623520192996,2.581013017334044,4268.064269970637,89636.6149068323
1728995492,11,,Aggregated,4.100000,0.000000,21,34,50,62,110,190,4200,4200,4300,4300,4300,165,0,21,211.28380861535499,2.581013017334044,4268.064269970637,87905.39393939394
1728995493,11,,Aggregated,4.200000,0.000000,21,34,50,62,110,190,4200,4200,4300,4300,4300,168,0,21,207.86015653270408,2.581013017334044,4268.064269970637,86755.14285714286
1728995494,12,,Aggregated,4.500000,0.000000,21,34,50,62,110,190,4200,4200,4300,4300,4300,174,0,21,202.70123541115612,2.581013017334044,4268.064269970637,84325.18965517242
1728995495,12,,Aggregated,4.500000,0.000000,21,35,50,62,110,190,4200,4200,4300,4300,4300,178,0,21,199.13406119409822,2.581013017334044,4268.064269970637,83164.00561797753
1728995496,12,,Aggregated,4.400000,0.000000,22,35,51,63,110,190,4200,4200,4300,4300,4300,182,0,21,195.76636933853368,2.581013017334044,4268.064269970637,82113.31868131868
1728995497,12,,Aggregated,4.800000,0.000000,21,35,51,63,110,190,4200,4200,4300,4300,4300,187,0,21,191.20897555893117,2.581013017334044,4268.064269970637,80292.73262032085
1728995498,12,,Aggregated,5.000000,0.000000,21,34,51,62,100,190,4200,4200,4300,4300,4300,192,0,21,186.8595051276619,2.581013017334044,4268.064269970637,78742.5625
1728995499,12,,Aggregated,5.000000,0.000000,21,34,50,62,110,190,4200,4300,4300,4300,4300,198,0,21,203.22003244714003,2.581013017334044,4268.064269970637,85134.97474747474
1728995500,13,,Aggregated,4.700000,0.000000,21,34,50,62,100,190,4200,4200,4300,4300,4300,203,0,21,198.93222654913896,2.581013017334044,4268.064269970637,83504.5566502463
1728995501,13,,Aggregated,4.700000,0.000000,21,34,51,63,100,190,4200,4200,4300,4300,4300,208,0,21,195.24224030521088,2.581013017334044,4268.064269970637,83542.83653846153
