Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/datasets/geodata:geonode:20_906ea6ae387f99a0917acd2ad3e1c1e4/metadata_advanced,1,0,284.6284150145948,284.6284150145948,284.6284150145948,284.6284150145948,51051.0,0.0008271478103184375,0.0,280,280,280,280,280,280,280,280,280,280,280
GET,/datasets/geodata:geonode:20_fa5ab4d127a87f2e1ce5df9932bf866a/metadata,2,0,1600.0,1590.2394424774684,1569.5998540031724,1610.8790309517644,51033.0,0.001654295620636875,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/datasets/geodata:geonode:20_fa5ab4d127a87f2e1ce5df9932bf866a/metadata_advanced,1,0,460.24782495805994,460.24782495805994,460.24782495805994,460.24782495805994,51051.0,0.0008271478103184375,0.0,460,460,460,460,460,460,460,460,460,460,460
GET,/datasets/geodata:geonode:21/metadata,4,0,51,143.52002073428594,47.60469397297129,349.9412309611216,50967.0,0.00330859124127375,0.0,130,130,350,350,350,350,350,350,350,350,350
GET,/datasets/geodata:geonode:21/metadata_advanced,2,0,50,52.99843900138512,49.931721994653344,56.0651560081169,50985.0,0.001654295620636875,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/datasets/geodata:geonode:21_27582c0a916398af6a03184ecb8a7bb6/metadata,1,0,199.12641402333975,199.12641402333975,199.12641402333975,199.12641402333975,51033.0,0.0008271478103184375,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/datasets/geodata:geonode:21_27582c0a916398af6a03184ecb8a7bb6/metadata_advanced,1,0,138.39435297995806,138.39435297995806,138.39435297995806,138.39435297995806,51051.0,0.0008271478103184375,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/datasets/geodata:geonode:21_68734b2d31cc233c5a901b77afdc74ac/metadata,1,0,475.89669201988727,475.89669201988727,475.89669201988727,475.89669201988727,51033.0,0.0008271478103184375,0.0,480,480,480,480,480,480,480,480,480,480,480
GET,/datasets/geodata:geonode:21_68734b2d31cc233c5a901b77afdc74ac/metadata_advanced,1,0,50.67418597172946,50.67418597172946,50.67418597172946,50.67418597172946,51051.0,0.0008271478103184375,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/datasets/geodata:geonode:21_90e1d38d19e87b42397ace1dae4ec97a/metadata_advanced,2,0,310.0062120356597,468.63170951837674,310.0062120356597,627.2572070010938,51051.0,0.001654295620636875,0.0,630,630,630,630,630,630,630,630,630,630,630
GET,/datasets/geodata:geonode:21_9fb36d080f9eb5f1f597eb4107a87a59/metadata,1,0,340.52924800198525,340.52924800198525,340.52924800198525,340.52924800198525,51033.0,0.0008271478103184375,0.0,340,340,340,340,340,340,340,340,340,340,340
GET,/datasets/geodata:geonode:21_ae22714633d3879df0b0c87c279da5cc/metadata_advanced,1,0,2159.5103229628876,2159.5103229628876,2159.5103229628876,2159.5103229628876,51051.0,0.0008271478103184375,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/datasets/geodata:geonode:21_afb0d88af5c1a1a38b9292ed319e4f3b/metadata,1,0,353.36063301656395,353.36063301656395,353.36063301656395,353.36063301656395,51033.0,0.0008271478103184375,0.0,350,350,350,350,350,350,350,350,350,350,350
GET,/datasets/geodata:geonode:21_d0d4d1d2af95b8caa9c070276f554199/metadata,2,0,271.9259419827722,393.1304829893634,271.9259419827722,514.3350239959545,51033.0,0.001654295620636875,0.0,510,510,510,510,510,510,510,510,510,510,510
GET,/datasets/geodata:geonode:21_e829194e3ffb66c15b5144447ed71b7b/metadata,6,0,67,72.46271164816183,49.893282004632056,95.85094201611355,51033.0,0.004962886861910625,0.0,72,72,91,91,96,96,96,96,96,96,96
GET,/datasets/geodata:geonode:21_e829194e3ffb66c15b5144447ed71b7b/metadata_advanced,1,0,218.88733602827415,218.88733602827415,218.88733602827415,218.88733602827415,51051.0,0.0008271478103184375,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/datasets/geodata:geonode:22/metadata,1,0,1373.2326019671746,1373.2326019671746,1373.2326019671746,1373.2326019671746,50967.0,0.0008271478103184375,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/datasets/geodata:geonode:22/metadata_advanced,4,0,51,54.91631999029778,47.47255198890343,64.48857096256688,50985.0,0.00330859124127375,0.0,56,56,64,64,64,64,64,64,64,64,64
GET,/datasets/geodata:geonode:22_45016470a4eea03edd3b9efd96ca6b63/metadata,2,0,240.0,1215.2026279945858,238.2464840193279,2192.1587719698437,51033.0,0.001654295620636875,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
GET,/datasets/geodata:geonode:22_45016470a4eea03edd3b9efd96ca6b63/metadata_advanced,4,0,63,434.9339867476374,53.532688005361706,1332.7336150105111,51051.0,0.00330859124127375,0.0,290,290,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/datasets/geodata:geonode:22_6ccc2f48fb7227d2043efa1bef3d575e/metadata,1,0,221.90363297704607,221.90363297704607,221.90363297704607,221.90363297704607,51033.0,0.0008271478103184375,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/datasets/geodata:geonode:22_c62838d3591cdf061f1f92f22675defa/metadata,2,0,179.34490204788744,178.90245153103024,178.46000101417303,179.34490204788744,51033.0,0.001654295620636875,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/datasets/geodata:geonode:23/metadata_advanced,1,0,126.54431402916089,126.54431402916089,126.54431402916089,126.54431402916089,50985.0,0.0008271478103184375,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/datasets/geodata:geonode:23_061cb4a4e70a8d0aa479c6d33265739d/metadata,1,0,143.2501039816998,143.2501039816998,143.2501039816998,143.2501039816998,51033.0,0.0008271478103184375,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/datasets/geodata:geonode:23_476e7a943b3293f9cf66778a47878ca6/metadata,1,0,286.0047509893775,286.0047509893775,286.0047509893775,286.0047509893775,51033.0,0.0008271478103184375,0.0,290,290,290,290,290,290,290,290,290,290,290
GET,/datasets/geodata:geonode:23_4bb3545082e3fa643d79fc8c93d60796/metadata,1,0,1320.0110479956493,1320.0110479956493,1320.0110479956493,1320.0110479956493,51033.0,0.0008271478103184375,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/datasets/geodata:geonode:23_6213c23af0edcfc1d91c09a4248c0bea/metadata,2,0,52,101.21335004805587,51.511254045180976,150.91544605093077,51033.0,0.001654295620636875,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/datasets/geodata:geonode:23_6213c23af0edcfc1d91c09a4248c0bea/metadata_advanced,1,0,139.0541399596259,139.0541399596259,139.0541399596259,139.0541399596259,51051.0,0.0008271478103184375,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/datasets/geodata:geonode:23_8ac18d54dfc58f1ba4f9e4294c1be2e3/metadata,3,0,280.0,269.6767149997565,232.23815899109468,300.3159480285831,51033.0,0.0024814434309553125,0.0,280,280,300,300,300,300,300,300,300,300,300
GET,/datasets/geodata:geonode:24/metadata,2,0,48.46367996651679,66.4183764893096,48.46367996651679,84.3730730121024,50967.0,0.001654295620636875,0.0,84,84,84,84,84,84,84,84,84,84,84
GET,/datasets/geodata:geonode:24/metadata_advanced,1,0,126.90086802467704,126.90086802467704,126.90086802467704,126.90086802467704,50985.0,0.0008271478103184375,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/datasets/geodata:geonode:24_0a006e8473c295caf9efdac5628701af/metadata,2,0,300.0,344.0512389934156,297.3867079708725,390.7157700159587,51033.0,0.001654295620636875,0.0,390,390,390,390,390,390,390,390,390,390,390
GET,/datasets/geodata:geonode:24_0a006e8473c295caf9efdac5628701af/metadata_advanced,1,0,379.6246529673226,379.6246529673226,379.6246529673226,379.6246529673226,51051.0,0.0008271478103184375,0.0,380,380,380,380,380,380,380,380,380,380,380
GET,/datasets/geodata:geonode:24_1fa0dd2c5ad19d84ab56756335954b74/metadata,4,0,97,100.55993826244958,80.89367701904848,120.55119901197031,51033.0,0.00330859124127375,0.0,100,100,120,120,120,120,120,120,120,120,120
GET,/datasets/geodata:geonode:24_5aae777335fdd92acebb0751e2c84234/metadata,2,0,291.96813399903476,524.6704334858805,291.96813399903476,757.3727329727262,51033.0,0.001654295620636875,0.0,760,760,760,760,760,760,760,760,760,760,760
GET,/datasets/geodata:geonode:24_833b66ea234f2b65189042fcd2b7eaea/metadata,2,0,171.01140297017992,185.93305349349976,171.01140297017992,200.8547040168196,51033.0,0.001654295620636875,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/datasets/geodata:geonode:24_8482465a09ee1378cc1d6c6fab3c653f/metadata,3,0,190.0,168.0627833508576,63.703231047838926,250.84732996765524,51033.0,0.0024814434309553125,0.0,190,190,250,250,250,250,250,250,250,250,250
GET,/datasets/geodata:geonode:24_8482465a09ee1378cc1d6c6fab3c653f/metadata_advanced,1,0,170.59217300266027,170.59217300266027,170.59217300266027,170.59217300266027,51051.0,0.0008271478103184375,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/datasets/geodata:geonode:24_beca05d01b2f62ecf83e0a4027aabafe/metadata_advanced,1,0,291.8698759749532,291.8698759749532,291.8698759749532,291.8698759749532,51051.0,0.0008271478103184375,0.0,290,290,290,290,290,290,290,290,290,290,290
GET,/datasets/geodata:geonode:24_feaf12ae645cd200751bdc1edfa541be/metadata,7,0,140.0,187.18768029274153,51.94073804887012,399.9018609756604,51033.0,0.005790034672229063,0.0,140,220,400,400,400,400,400,400,400,400,400
GET,/datasets/geodata:geonode:24_feaf12ae645cd200751bdc1edfa541be/metadata_advanced,1,0,93.44647696707398,93.44647696707398,93.44647696707398,93.44647696707398,51051.0,0.0008271478103184375,0.0,93,93,93,93,93,93,93,93,93,93,93
GET,/datasets/geodata:geonode:25/metadata,4,0,53,74.16330548585393,50.90201599523425,140.43468196177855,50967.0,0.00330859124127375,0.0,53,53,140,140,140,140,140,140,140,140,140
GET,/datasets/geodata:geonode:25_0bb8c903e3f23f905e9bad78473d716e/metadata,4,0,59,233.94092550734058,57.87756398785859,554.7187630436383,51033.0,0.00330859124127375,0.0,260,260,550,550,550,550,550,550,550,550,550
GET,/datasets/geodata:geonode:25_0bb8c903e3f23f905e9bad78473d716e/metadata_advanced,2,0,310.0,399.508259491995,309.84152399469167,489.1749949892983,51051.0,0.001654295620636875,0.0,490,490,490,490,490,490,490,490,490,490,490
GET,/datasets/geodata:geonode:25_16e52d89a6cb5ebea115acf655005cba/metadata_advanced,2,0,91,417.303844995331,90.84744699066505,743.760242999997,51051.0,0.001654295620636875,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/datasets/geodata:geonode:25_2acf0d6ca4d36c76e909986753352139/metadata,5,0,100.0,141.53574937954545,48.082428984344006,255.6798739824444,51033.0,0.004135739051592188,0.0,100,210,210,260,260,260,260,260,260,260,260
GET,/datasets/geodata:geonode:25_2acf0d6ca4d36c76e909986753352139/metadata_advanced,3,0,130.0,140.7094793394208,51.60622700350359,239.36726700048894,51051.0,0.0024814434309553125,0.0,130,130,240,240,240,240,240,240,240,240,240
GET,/datasets/geodata:geonode:25_ab2b08bce076760099c4e5b0533239e5/metadata,1,0,1365.0328799849376,1365.0328799849376,1365.0328799849376,1365.0328799849376,51033.0,0.0008271478103184375,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/datasets/geodata:geonode:25_b57c38bbe443d424d9f736bfcd106e83/metadata,4,0,130.0,198.63436101877596,111.9499170454219,358.77867799717933,51033.0,0.00330859124127375,0.0,200,200,360,360,360,360,360,360,360,360,360
GET,/datasets/geodata:geonode:25_b57c38bbe443d424d9f736bfcd106e83/metadata_advanced,1,0,207.7107770019211,207.7107770019211,207.7107770019211,207.7107770019211,51051.0,0.0008271478103184375,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/datasets/geodata:geonode:25_fbdf2546617ecb7a5391caf25fb1e0e6/metadata,1,0,695.8506989758462,695.8506989758462,695.8506989758462,695.8506989758462,51033.0,0.0008271478103184375,0.0,700,700,700,700,700,700,700,700,700,700,700
GET,/datasets/geodata:geonode:25_fbdf2546617ecb7a5391caf25fb1e0e6/metadata_advanced,1,0,389.86526196822524,389.86526196822524,389.86526196822524,389.86526196822524,51051.0,0.0008271478103184375,0.0,390,390,390,390,390,390,390,390,390,390,390
GET,/datasets/geodata:geonode:26/metadata,3,0,290.0,624.4400043312149,51.985034020617604,1536.1949909711257,50967.0,0.0024814434309553125,0.0,290,290,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/datasets/geodata:geonode:26/metadata_advanced,1,0,50.95107201486826,50.95107201486826,50.95107201486826,50.95107201486826,50985.0,0.0008271478103184375,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/datasets/geodata:geonode:26_073d0205dc545e99059ffa98c26f4139/metadata_advanced,1,0,83.0128220259212,83.0128220259212,83.0128220259212,83.0128220259212,51051.0,0.0008271478103184375,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/datasets/geodata:geonode:26_3385192bf4a4069fa52ceeabc9b9977c/metadata,1,0,95.98725801333785,95.98725801333785,95.98725801333785,95.98725801333785,51033.0,0.0008271478103184375,0.0,96,96,96,96,96,96,96,96,96,96,96
GET,/datasets/geodata:geonode:26_3385192bf4a4069fa52ceeabc9b9977c/metadata_advanced,1,0,324.763324984815,324.763324984815,324.763324984815,324.763324984815,51051.0,0.0008271478103184375,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/datasets/geodata:geonode:26_3fd5170e7c21c0df0047cbfdef7b27d2/metadata,5,0,56,93.0545937968418,47.728624020237476,172.11912403581664,51033.0,0.004135739051592188,0.0,56,140,140,170,170,170,170,170,170,170,170
GET,/datasets/geodata:geonode:26_3fd5170e7c21c0df0047cbfdef7b27d2/metadata_advanced,3,0,49,49.038166335473456,46.60661198431626,51.69076001038775,51051.0,0.0024814434309553125,0.0,49,49,52,52,52,52,52,52,52,52,52
GET,/datasets/geodata:geonode:26_52efffdacc36b6506f893b9486e484e4/metadata,3,0,310.0,628.2087436605556,295.72468099649996,1279.7453120001592,51033.0,0.0024814434309553125,0.0,310,310,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/datasets/geodata:geonode:26_52efffdacc36b6506f893b9486e484e4/metadata_advanced,1,0,1393.4272209880874,1393.4272209880874,1393.4272209880874,1393.4272209880874,51051.0,0.0008271478103184375,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/datasets/geodata:geonode:26_cc01864869814bec7180bd2bf8542b23/metadata,1,0,57.92980297701433,57.92980297701433,57.92980297701433,57.92980297701433,51033.0,0.0008271478103184375,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/datasets/geodata:geonode:26_fe44380c74aafa689287b820bbc48751/metadata,4,0,52,121.51556648313999,51.43730295822024,202.52320199506357,51033.0,0.00330859124127375,0.0,180,180,200,200,200,200,200,200,200,200,200
GET,/datasets/geodata:geonode:27/metadata,4,0,53,96.39986125694122,51.956985029391944,147.7619759971276,50967.0,0.00330859124127375,0.0,130,130,150,150,150,150,150,150,150,150,150
GET,/datasets/geodata:geonode:27/metadata_advanced,2,0,123.61326802056283,199.25219300785102,123.61326802056283,274.8911179951392,50985.0,0.001654295620636875,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/datasets/geodata:geonode:27_12d773628fbcac189492d7d0c8250974/metadata,2,0,284.8882640246302,365.568343520863,284.8882640246302,446.2484230170958,51033.0,0.001654295620636875,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/datasets/geodata:geonode:27_794df284f501023fa6057ae160e78606/metadata,4,0,100.0,140.18611823848914,52.83649999182671,292.92093799449503,51033.0,0.00330859124127375,0.0,110,110,290,290,290,290,290,290,290,290,290
GET,/datasets/geodata:geonode:27_794df284f501023fa6057ae160e78606/metadata_advanced,2,0,153.22276402730495,360.1384020294063,153.22276402730495,567.0540400315076,51051.0,0.001654295620636875,0.0,570,570,570,570,570,570,570,570,570,570,570
GET,/datasets/geodata:geonode:27_9e12c5f619bc1ce5a031fe6d82ed724b/metadata_advanced,1,0,508.8460739934817,508.8460739934817,508.8460739934817,508.8460739934817,51051.0,0.0008271478103184375,0.0,510,510,510,510,510,510,510,510,510,510,510
GET,/datasets/geodata:geonode:27_a247e0f3126564b5ad0ee59ea49d53cf/metadata,1,0,176.3306189677678,176.3306189677678,176.3306189677678,176.3306189677678,51033.0,0.0008271478103184375,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/datasets/geodata:geonode:27_f769153fac7bf4672724c4a2b6d98adb/metadata,1,0,2282.177352986764,2282.177352986764,2282.177352986764,2282.177352986764,51033.0,0.0008271478103184375,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
GET,/datasets/geodata:geonode:28/metadata,2,0,51.12864001421258,51.98411850142293,51.12864001421258,52.839596988633275,50967.0,0.001654295620636875,0.0,53,53,53,53,53,53,53,53,53,53,53
GET,/datasets/geodata:geonode:28_157bfbc7182851089523d6c909ab74f7/metadata,3,0,68,88.37715633368741,49.76732895011082,147.2673830576241,51033.0,0.0024814434309553125,0.0,68,68,150,150,150,150,150,150,150,150,150
GET,/datasets/geodata:geonode:28_157bfbc7182851089523d6c909ab74f7/metadata_advanced,1,0,53.81330498494208,53.81330498494208,53.81330498494208,53.81330498494208,51051.0,0.0008271478103184375,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/datasets/geodata:geonode:28_166f2356647817030985419b867261bc/metadata,2,0,67.2396850422956,193.00439252401702,67.2396850422956,318.76910000573844,51033.0,0.001654295620636875,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/datasets/geodata:geonode:28_a0c3bb656afde3d5ace555a96379600d/metadata,2,0,253.03824001457542,823.7903164990712,253.03824001457542,1394.542392983567,51033.0,0.001654295620636875,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/datasets/geodata:geonode:28_a0c3bb656afde3d5ace555a96379600d/metadata_advanced,1,0,739.4038430065848,739.4038430065848,739.4038430065848,739.4038430065848,51051.0,0.0008271478103184375,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/datasets/geodata:geonode:28_e956437cb03c77b62f7a92b16154e364/metadata,3,0,130.0,247.9444060008973,100.98890401422977,515.2169179636985,51033.0,0.0024814434309553125,0.0,130,130,520,520,520,520,520,520,520,520,520
GET,/datasets/geodata:geonode:29/metadata_advanced,1,0,48.3847190043889,48.3847190043889,48.3847190043889,48.3847190043889,50985.0,0.0008271478103184375,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/datasets/geodata:geonode:29_08dc52a1d4df29ddc810b824ad7a6eda/metadata,1,0,374.9301540083252,374.9301540083252,374.9301540083252,374.9301540083252,51033.0,0.0008271478103184375,0.0,370,370,370,370,370,370,370,370,370,370,370
GET,/datasets/geodata:geonode:29_08dc52a1d4df29ddc810b824ad7a6eda/metadata_advanced,2,0,250.0,434.27452447940595,247.47438199119642,621.0746669676155,51051.0,0.001654295620636875,0.0,620,620,620,620,620,620,620,620,620,620,620
GET,/datasets/geodata:geonode:29_4ca9744888662c519e217df88bd054f1/metadata,3,0,180.0,183.4815153076003,162.3525699833408,210.7619919697754,51033.0,0.0024814434309553125,0.0,180,180,210,210,210,210,210,210,210,210,210
GET,/datasets/geodata:geonode:29_554e93bcac59cad5f8328d9dd21344a8/metadata,1,0,428.6189110134728,428.6189110134728,428.6189110134728,428.6189110134728,51033.0,0.0008271478103184375,0.0,430,430,430,430,430,430,430,430,430,430,430
GET,/datasets/geodata:geonode:29_554e93bcac59cad5f8328d9dd21344a8/metadata_advanced,1,0,701.1895659961738,701.1895659961738,701.1895659961738,701.1895659961738,51051.0,0.0008271478103184375,0.0,700,700,700,700,700,700,700,700,700,700,700
GET,/datasets/geodata:geonode:29_5b1605ab28a11e2af883da84cdbeae08/metadata,2,0,233.13671501819044,251.61887449212372,233.13671501819044,270.101033966057,51033.0,0.001654295620636875,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/datasets/geodata:geonode:29_5b1605ab28a11e2af883da84cdbeae08/metadata_advanced,1,0,234.63397700106725,234.63397700106725,234.63397700106725,234.63397700106725,51051.0,0.0008271478103184375,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/datasets/geodata:geonode:29_a076a1778de52e5242fb4fb185e07c3a/metadata,2,0,74.20067000202835,165.6735909928102,74.20067000202835,257.14651198359206,51033.0,0.001654295620636875,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/datasets/geodata:geonode:29_a076a1778de52e5242fb4fb185e07c3a/metadata_advanced,3,0,52,82.58234001308058,49.62598602287471,146.32426900789142,51051.0,0.0024814434309553125,0.0,52,52,150,150,150,150,150,150,150,150,150
GET,/datasets/geodata:geonode:3/metadata,3,0,56,71.12296965594093,48.55996900005266,108.66782395169139,50965.0,0.0024814434309553125,0.0,56,56,110,110,110,110,110,110,110,110,110
GET,/datasets/geodata:geonode:3/metadata_advanced,2,0,140.0,941.416363522876,137.30728102382272,1745.5254460219294,50983.0,0.001654295620636875,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/datasets/geodata:geonode:30/metadata,1,0,50.324749026913196,50.324749026913196,50.324749026913196,50.324749026913196,50967.0,0.0008271478103184375,0.0,50,50,50,50,50,50,50,50,50,50,50
GET,/datasets/geodata:geonode:30_3324ecdfe1e48b0b9e0f69b464ee4463/metadata,3,0,360.0,308.62270466362435,179.06641500303522,386.0002380097285,51033.0,0.0024814434309553125,0.0,360,360,390,390,390,390,390,390,390,390,390
GET,/datasets/geodata:geonode:30_3324ecdfe1e48b0b9e0f69b464ee4463/metadata_advanced,1,0,326.7602149862796,326.7602149862796,326.7602149862796,326.7602149862796,51051.0,0.0008271478103184375,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/datasets/geodata:geonode:30_8f884934f5b6ebff90f3bf2b98f54082/metadata,4,0,49,63.08733523474075,48.1403719750233,104.68125203624368,51033.0,0.00330859124127375,0.0,50,50,100,100,100,100,100,100,100,100,100
GET,/datasets/geodata:geonode:30_8f884934f5b6ebff90f3bf2b98f54082/metadata_advanced,1,0,53.99101501097903,53.99101501097903,53.99101501097903,53.99101501097903,51051.0,0.0008271478103184375,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/datasets/geodata:geonode:30_905fcb7358353221ee30bbec22db9c49/metadata,4,0,85,175.90830723929685,52.53277695737779,348.03317399928346,51033.0,0.00330859124127375,0.0,220,220,350,350,350,350,350,350,350,350,350
GET,/datasets/geodata:geonode:30_d7ed3a11a4e2d350bfd50bb357799873/metadata,1,0,253.24122799793258,253.24122799793258,253.24122799793258,253.24122799793258,51033.0,0.0008271478103184375,0.0,250,250,250,250,250,250,250,250,250,250,250
GET,/datasets/geodata:geonode:31/metadata,2,0,190.0,280.79046597122215,188.48458997672424,373.09634196572006,50967.0,0.001654295620636875,0.0,370,370,370,370,370,370,370,370,370,370,370
GET,/datasets/geodata:geonode:31/metadata_advanced,2,0,53,853.6595495243091,52.891144005116075,1654.4279550435022,50985.0,0.001654295620636875,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/datasets/geodata:geonode:31_26e58e92996374f16ef014c654da89eb/metadata,2,0,64,221.45875348360278,63.675476994831115,379.24202997237444,51033.0,0.001654295620636875,0.0,380,380,380,380,380,380,380,380,380,380,380
GET,/datasets/geodata:geonode:31_485fd44c85a3fcb72fa59bf8066dfabf/metadata,1,0,78.5452609998174,78.5452609998174,78.5452609998174,78.5452609998174,51033.0,0.0008271478103184375,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,/datasets/geodata:geonode:31_485fd44c85a3fcb72fa59bf8066dfabf/metadata_advanced,2,0,50,89.06653997837566,49.907431995961815,128.2256479607895,51051.0,0.001654295620636875,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/datasets/geodata:geonode:31_cada2ca7e7e184349aa76a73716db187/metadata,2,0,130.902906996198,232.57374748936854,130.902906996198,334.2445879825391,51033.0,0.001654295620636875,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/datasets/geodata:geonode:31_cada2ca7e7e184349aa76a73716db187/metadata_advanced,1,0,367.8605559980497,367.8605559980497,367.8605559980497,367.8605559980497,51051.0,0.0008271478103184375,0.0,370,370,370,370,370,370,370,370,370,370,370
GET,/datasets/geodata:geonode:31_ef4a2ee373b3976b5df1702bf32b07b8/metadata,1,0,232.40480199456215,232.40480199456215,232.40480199456215,232.40480199456215,51033.0,0.0008271478103184375,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/datasets/geodata:geonode:31_ef4a2ee373b3976b5df1702bf32b07b8/metadata_advanced,2,0,153.19292800268158,257.07804248668253,153.19292800268158,360.9631569706835,51051.0,0.001654295620636875,0.0,360,360,360,360,360,360,360,360,360,360,360
GET,/datasets/geodata:geonode:32/metadata,1,0,101.34093899978325,101.34093899978325,101.34093899978325,101.34093899978325,50967.0,0.0008271478103184375,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/datasets/geodata:geonode:32/metadata_advanced,1,0,47.51188703812659,47.51188703812659,47.51188703812659,47.51188703812659,50985.0,0.0008271478103184375,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/datasets/geodata:geonode:33/metadata,1,0,56.39753199648112,56.39753199648112,56.39753199648112,56.39753199648112,50967.0,0.0008271478103184375,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/datasets/geodata:geonode:33/metadata_advanced,1,0,129.12542803678662,129.12542803678662,129.12542803678662,129.12542803678662,50985.0,0.0008271478103184375,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/datasets/geodata:geonode:33_78fe7cd76512d064d83c0b4f02e11a0b/metadata,4,0,51,98.92335375479888,46.82173201581463,161.29638499114662,51033.0,0.00330859124127375,0.0,140,140,160,160,160,160,160,160,160,160,160
GET,/datasets/geodata:geonode:33_78fe7cd76512d064d83c0b4f02e11a0b/metadata_advanced,2,0,47,122.73771248874255,46.93733400199562,198.53809097548947,51051.0,0.001654295620636875,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/datasets/geodata:geonode:33_8640112c14a343d4c8f7809e8a4bfef2/metadata,2,0,62.07419099519029,103.49558797315694,62.07419099519029,144.9169849511236,51033.0,0.001654295620636875,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/datasets/geodata:geonode:33_8640112c14a343d4c8f7809e8a4bfef2/metadata_advanced,1,0,188.2674859953113,188.2674859953113,188.2674859953113,188.2674859953113,51051.0,0.0008271478103184375,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/datasets/geodata:geonode:33_fdaaca47a15fe510b0f000fa9487aeb8/metadata,3,0,120.0,626.9273526656131,64.6941940067336,1693.4894519508816,51033.0,0.0024814434309553125,0.0,120,120,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/datasets/geodata:geonode:33_fdaaca47a15fe510b0f000fa9487aeb8/metadata_advanced,2,0,48,77.3424229992088,47.71413101116195,106.97071498725563,51051.0,0.001654295620636875,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/datasets/geodata:geonode:34/metadata_advanced,1,0,203.33951100474223,203.33951100474223,203.33951100474223,203.33951100474223,50985.0,0.0008271478103184375,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/datasets/geodata:geonode:34_7fb2c825bf6638b57fbefaa01d1244ab/metadata,4,0,53,233.00928999378812,50.172877963632345,562.3038390185684,51033.0,0.00330859124127375,0.0,270,270,560,560,560,560,560,560,560,560,560
